disease,f1,rouge1,rouge2,rougeL,bleu4
肺移植排斥的中医治疗方法有哪些。,0.3194444444444445,0.31775700434623116,0.0687679033163935,0.22429906042099756,0.03187183718741121
玻璃体先天性畸形的中医治疗方法有哪些。,0.30626450116009285,0.30303029803641585,0.06518518018607446,0.20979020479632268,0.028650557998997787
先天性喉裂的中医治疗方法有哪些。,0.21479713603818615,0.21307505557281817,0.03470031046582286,0.16464890545175281,0.009971746170798752
玻璃体脓肿的中医治疗方法有哪些。,0.2574712643678161,0.2552204126431275,0.05365126176692085,0.17169373050855685,0.0168062169758167
皮样囊肿的中医治疗方法有哪些。,0.06696428571428573,0.06320541275053668,0.015015010073453456,0.05869074006430646,0.006010921008931816
腭裂的中医治疗方法有哪些。,0.1443850267379679,0.14054053554419302,0.014571944129583148,0.11351350851716605,0.00960297952043501
上颌牙弓狭窄的中医治疗方法有哪些。,0.22062350119904076,0.2179176706468351,0.04777069566376984,0.15012106047734364,0.014076341260514333
胸椎管狭窄的中医治疗方法有哪些。,0.1952662721893491,0.19219218728349982,0.056179770485418924,0.16816816325947584,0.013398865781651016
先天性腺瘤样肺囊肿的中医治疗方法有哪些。,0.19239373601789708,0.19004524405806608,0.03880596516707571,0.15384614903544166,0.008318380357426993
视交叉病变的中医治疗方法有哪些。,0.28571428571428575,0.2837209253001623,0.05446292995310411,0.20465115785830193,0.01947641801343738
巩膜炎的中医治疗方法有哪些。,0.061002178649237467,0.057017538878501514,0.0028653245143805232,0.057017538878501514,0.004288700990183828
肝诊断性影像异常所见的中医治疗方法有哪些。,0.24415584415584415,0.24146981128071598,0.043478255876129544,0.18372702912848504,0.013788974104207088
潮式呼吸的中医治疗方法有哪些。,0.1814159292035398,0.17857142378228646,0.03869047176605067,0.13839285235371512,0.006254661764825607
点状骨骺发育异常的中医治疗方法有哪些。,0.08591885441527447,0.08212559896975455,0.006144388267233221,0.07729468109535842,0.0051597976299135855
空肠憩室炎的中医治疗方法有哪些。,0.07253886010362694,0.0680628222273242,0.0068259336379026606,0.05235601594460177,0.003042131238296013
龋齿的中医治疗方法有哪些。,0.21002386634844872,0.2072289107778779,0.05743242744361804,0.17349397101884179,0.012503520384815954
肠蛔虫病的中医治疗方法有哪些。,0.07637231503579953,0.07228915165812197,0.006504060062876438,0.05783132033282087,0.003999574156384275
二尖瓣狭窄的中医治疗方法有哪些。,0.2196796338672769,0.21709006429369201,0.04615384116918397,0.1847575007832994,0.009459892489085945
粪类圆线虫病的中医治疗方法有哪些。,0.2711864406779661,0.26894865050424144,0.11483253097705863,0.20537896835265224,0.04329373054833037
恶性组织细胞病的中医治疗方法有哪些。,0.16502946954813358,0.16237623280070596,0.03999999502990284,0.12277227240466643,0.008592347399464524
颌面部间隙感染的中医治疗方法有哪些。,0.09427609427609428,0.08904109107431064,0.004830913446175498,0.06849314586883128,0.004337609523723171
间质性肺气肿的中医治疗方法有哪些。,0.2158590308370044,0.21333332841076555,0.03499326554490705,0.1199999950774323,0.012294260160600765
伏暑的中医治疗方法有哪些。,0.17903930131004367,0.17621144887733134,0.037956199392616144,0.12775329909759572,0.01276857224716004
系统性气栓塞的中医治疗方法有哪些。,0.27441860465116275,0.27230046456390933,0.055555550576560794,0.18779342231038829,0.01534812297923879
颜面疔疮的中医治疗方法有哪些。,0.15274463007159905,0.14939758541024842,0.0193548337171709,0.12048192275964603,0.0052154542095977675
骨膜炎的中医治疗方法有哪些。,0.02583979328165375,0.02088772346938199,0.0,0.02088772346938199,0.0031630379190415404
消化道出血的中医治疗方法有哪些。,0.23887587822014053,0.23640661441957436,0.05286343112724058,0.1702127609916784,0.013581239822449628
先天性绕核性白内障的中医治疗方法有哪些。,0.13250517598343686,0.12943632091875487,0.030942329829068225,0.09185803281854618,0.009889538163611291
疱疹病毒性眼睑皮炎的中医治疗方法有哪些。,0.10457516339869281,0.10065645026981239,0.017543854680287647,0.09190371504005312,0.0036004895712353118
血管迷走性晕厥的中医治疗方法有哪些。,0.1511111111111111,0.1483146018417878,0.02686566666536069,0.1213483097069564,0.006245584642404961
中心性巨细胞肉芽肿的中医治疗方法有哪些。,0.2956878850102669,0.2939958542780843,0.052197797198406476,0.20289854578947156,0.016180977936102355
胰腺损伤的中医治疗方法有哪些。,0.2318840579710145,0.2292682877096967,0.0755905461826031,0.17073170234384308,0.04049415527075663
风湿性关节炎的中医治疗方法有哪些。,0.18574514038876888,0.18300653136751785,0.05757575276382042,0.16557733746773567,0.013913826547423033
肝撕裂伤的中医治疗方法有哪些。,0.025369978858350954,0.021321956630494753,0.0,0.021321956630494753,0.002421265590310975
创伤性食管狭窄的中医治疗方法有哪些。,0.2096069868995633,0.20659340165622522,0.05714285214485759,0.14945054451336812,0.021452882739952227
反常性酸性尿的中医治疗方法有哪些。,0.15,0.16120906308624522,0.022435892452540556,0.13602014620967096,0.007718532522124502
面神经断裂的中医治疗方法有哪些。,0.028776978417266185,0.02189780554531508,0.0,0.02189780554531508,0.004191365299060049
急性化脓性胆管炎的中医治疗方法有哪些。,0.1952861952861953,0.19178081712891737,0.04338394346158779,0.1643835568549448,0.013336014450505926
代偿性酸中毒的中医治疗方法有哪些。,0.026737967914438502,0.021621616630972663,0.0,0.021621616630972663,0.0032350102399561396
眼睑坏死的中医治疗方法有哪些。,0.03582089552238806,0.030211475379013426,0.0,0.030211475379013426,0.00414585562892233
下肢静脉曲张的中医治疗方法有哪些。,0.020779220779220783,0.015748026503814586,0.0,0.015748026503814586,0.0028791086151985206
舌下腺原位癌的中医治疗方法有哪些。,0.03414634146341464,0.029556645249339583,0.0,0.029556645249339583,0.0032714632895071085
腹膜后感染与脓肿的中医治疗方法有哪些。,0.026490066225165563,0.020202015218402977,0.0,0.020202015218402977,0.003411463845948279
羊水栓塞的中医治疗方法有哪些。,0.1027190332326284,0.09815950421449836,0.021321956658681553,0.09202453488934499,0.005316532853771272
口腔念珠菌病的中医治疗方法有哪些。,0.1907216494845361,0.18798955115707394,0.04844290157655013,0.12010443366360142,0.012419256101356796
肾盂肾炎的中医治疗方法有哪些。,0.20982142857142855,0.20720720232448678,0.035398225113556975,0.16216215727944175,0.010826861817635295
大网膜粘连的中医治疗方法有哪些。,0.1978021978021978,0.19512194647027312,0.044444439516445,0.15521063826628204,0.007780772017920376
心绞痛的中医治疗方法有哪些。,0.130718954248366,0.12582780970659202,0.04514672228627964,0.12582780970659202,0.021081672123250458
胆道术后残留结石的中医治疗方法有哪些。,0.0792079207920792,0.0735785903714727,0.004555803953076913,0.0735785903714727,0.008409735724458259
PCI术后的中医治疗方法有哪些。,0.1461187214611872,0.14285713791331328,0.038922150689340525,0.12442395818981099,0.009554123184936354
左心室附壁血栓的中医治疗方法有哪些。,0.216,0.21370967262259377,0.06869220109275159,0.1532258016548519,0.027081963049560256
双向性室性心动过速的中医治疗方法有哪些。,0.042296072507552865,0.03669724273115873,0.0,0.03669724273115873,0.004037468575732747
骨关节炎的中医治疗方法有哪些。,0.32318501170960184,0.3222748765453382,0.06927710343391677,0.25592416564486425,0.02604796331106668
舌后三分之一恶性肿瘤的中医治疗方法有哪些。,0.28095238095238095,0.2788461488656852,0.084337344401265,0.18749999501953143,0.028070251701662333
小儿厌食症的中医治疗方法有哪些。,0.2648648648648648,0.262295076969602,0.07220216114031236,0.1967213064777988,0.024820046491926286
宫颈鳞状上皮病变的中医治疗方法有哪些。,0.2494117647058824,0.24703087392217385,0.06984126484736745,0.1757719665587535,0.027297450679577173
肝外胆管良性肿瘤的中医治疗方法有哪些。,0.08225108225108224,0.07877461232182131,0.011958141546830293,0.07877461232182131,0.004434236414794711
菌斑性龈炎的中医治疗方法有哪些。,0.02475247524752475,0.01999999500012625,0.0,0.01999999500012625,0.002859697000343988
紫癜的中医治疗方法有哪些。,0.13877551020408163,0.13278007847178958,0.0372340382865555,0.08298754735145769,0.011580688812090607
支气管-肺真菌病的中医治疗方法有哪些。,0.19499999999999998,0.19191918695184176,0.02635913833089613,0.16161615664881152,0.008179020088611143
葡萄膜结核的中医治疗方法有哪些。,0.2831858407079646,0.2812499951675104,0.10241820273236651,0.24999999516751042,0.03651228388919296
口腔黏膜色素痣的中医治疗方法有哪些。,0.026954177897574125,0.021798360197790093,0.0,0.021798360197790093,0.003695705440417832
狼疮状肝炎的中医治疗方法有哪些。,0.31924882629107976,0.31753554003728585,0.07429420008071938,0.208530800700793,0.03474389256207106
限定于器官的淀粉样变的中医治疗方法有哪些。,0.22657952069716777,0.22417581930452854,0.04963503152858487,0.16263735776606703,0.012028993741324162
睾丸扭转的中医治疗方法有哪些。,0.03333333333333333,0.0270270222909066,0.0,0.0270270222909066,0.004928047822542433
声带继发恶性肿瘤的中医治疗方法有哪些。,0.032,0.026954172899355044,0.0,0.026954172899355044,0.0034926769402692497
头皮原位癌的中医治疗方法有哪些。,0.16182572614107885,0.15899581093118134,0.027210879390477092,0.12552300758390106,0.010838071059247842
神经源性直立性低血压的中医治疗方法有哪些。,0.21495327102803738,0.21226414596842746,0.031496057997595195,0.15566037238352187,0.008357515760816236
缺血性肠坏死的中医治疗方法有哪些。,0.28125,0.2784810078897613,0.07569720660180024,0.18354429902900185,0.0207150156394745
急性咽炎的中医治疗方法有哪些。,0.20187793427230044,0.1995249359527424,0.06260296048408366,0.14726840388623413,0.023000047004965978
锁肛痔的中医治疗方法有哪些。,0.2654867256637168,0.2626865623887726,0.060721057976517036,0.1671641743290712,0.017050778252058762
出口部位感染的中医治疗方法有哪些。,0.20675105485232065,0.20425531422507937,0.05164992328483053,0.16595744188465383,0.00945719312972484
桡骨小头骨骺分离的中医治疗方法有哪些。,0.2011173184357542,0.19774010800217065,0.04339249997767019,0.14689265037505206,0.00954663632464298
成人肺透明膜病的中医治疗方法有哪些。,0.034653465346534656,0.029999995060500814,0.0,0.024999995060500973,0.0037350852135749012
舌血管瘤的中医治疗方法有哪些。,0.2370820668693009,0.23384614898934922,0.043737569723607206,0.14769230283550314,0.02009370392157192
外伤性虹膜疝的中医治疗方法有哪些。,0.2864721485411141,0.2841823006309253,0.06301823712383398,0.20375334620733287,0.02198875838476053
先天性双上腔静脉的中医治疗方法有哪些。,0.10982658959537571,0.11111110634520044,0.016194327023473468,0.0877192934797034,0.005220197956301992
颌骨血外渗性囊肿的中医治疗方法有哪些。,0.18546365914786972,0.18227847610959794,0.029079155145853314,0.12151898243871194,0.02478950335488703
口腔上颌窦瘘的中医治疗方法有哪些。,0.14634146341463417,0.14344261811341052,0.028050485938915317,0.12704917549045977,0.010021085431858577
真菌性肠炎的中医治疗方法有哪些。,0.17372881355932202,0.17094016600673914,0.03197673918946975,0.13675213181870496,0.01195066406672851
安眠药中毒的中医治疗方法有哪些。,0.3302752293577982,0.32817336963030413,0.11940298007462707,0.21052631080677484,0.06009971483570774
泪点内异物的中医治疗方法有哪些。,0.3234501347708895,0.3215258805719844,0.08441557941985399,0.2288828288008673,0.04689226913726829
呼吸道内异物的中医治疗方法有哪些。,0.28787878787878785,0.286445007886657,0.09415583916111513,0.2148337546897261,0.04026395654598176
视网膜劈裂症及视网膜囊肿的中医治疗方法有哪些。,0.22271714922049,0.22022471412235842,0.07738094738099699,0.1662921298526955,0.026850855064736716
垂体性侏儒症的中医治疗方法有哪些。,0.1919191919191919,0.18877550520733566,0.04102563620565474,0.17346938275835605,0.02164593430824858
麻风病的中医治疗方法有哪些。,0.21333333333333335,0.2107623269547951,0.0661870453933444,0.15695066776197,0.023650884561813714
疥疮的中医治疗方法有哪些。,0.29023746701846964,0.2879999951155201,0.07419898324852371,0.21866666178218677,0.027515482615706147
先天性视盘缺损的中医治疗方法有哪些。,0.33879781420765026,0.337016569585788,0.06293705794005859,0.2265193320167273,0.01273471705133517
视网膜色素变性(代谢异常性)的中医治疗方法有哪些。,0.27467811158798283,0.2727272677296153,0.05444125581066702,0.1818181768205245,0.017881895005019435
错殆畸形的中医治疗方法有哪些。,0.02484472049689441,0.018867919530083203,0.0,0.018867919530083203,0.0034438021482410927
腹外疝的中医治疗方法有哪些。,0.02072538860103627,0.01570680132233374,0.0,0.01570680132233374,0.002601670356532062
帽状腱膜下脓肿的中医治疗方法有哪些。,0.23608017817371935,0.23370786035096588,0.043956039045073,0.1842696581037749,0.012330456735244612
色素绒毛结节性滑膜炎的中医治疗方法有哪些。,0.2017167381974249,0.19913419426950407,0.055232553197379096,0.1341991293344392,0.01940085190542167
中性白细胞减少症的中医治疗方法有哪些。,0.0788863109048724,0.07511736592386904,0.0031347912383016237,0.06572769456236675,0.0033922257385723335
小柳原田病的中医治疗方法有哪些。,0.21698113207547168,0.21479713105598636,0.057971009497434584,0.15274462508939926,0.01786239322791543
牙病理性移位的中医治疗方法有哪些。,0.22698072805139186,0.2246220254060989,0.0625888997225874,0.18574513555728683,0.017030635993814373
视直如曲的中医治疗方法有哪些。,0.11363636363636363,0.11068701793601794,0.017925731235801715,0.0763358728978501,0.006606631330389547
突然视力丧失的中医治疗方法有哪些。,0.02840909090909091,0.022988500767110343,0.0,0.022988500767110343,0.0031281903113514085
下颌结核的中医治疗方法有哪些。,0.030395136778115502,0.024615379626036517,0.0,0.024615379626036517,0.003794344173707225
下斜肌功能亢进的中医治疗方法有哪些。,0.14765100671140938,0.14446952096061655,0.02998500255614403,0.12189615752946532,0.01332404372013012
急性浆液性根尖周炎的中医治疗方法有哪些。,0.17801047120418848,0.17460316961003344,0.02811950293716749,0.1375661325729965,0.007370657409674667
先天性鼻切迹的中医治疗方法有哪些。,0.03571428571428572,0.030120477041117064,0.0,0.030120477041117064,0.0043875465634230955
急性筛窦炎的中医治疗方法有哪些。,0.1836734693877551,0.1793103402273485,0.039911304045309945,0.1517241333307968,0.010617890663183494
双侧腹股沟疝的中医治疗方法有哪些。,0.19819819819819817,0.19512194622118545,0.036885240931957816,0.15853658036752694,0.010132041623464049
电击伤的中医治疗方法有哪些。,0.2583732057416268,0.256038642410208,0.05496182706527637,0.21739129941503899,0.017423639813681814
连续性内斜视的中医治疗方法有哪些。,0.1663286004056795,0.16359917716235728,0.04426002269581427,0.12678936121143708,0.017668845653124144
胃溃疡伴穿孔的中医治疗方法有哪些。,0.3063063063063063,0.30395136279783086,0.07509880931431549,0.2127659524634844,0.020518106184727564
肋骨分叉-基底细胞痣-颌骨囊肿综合征的中医治疗方法有哪些。,0.2995169082125604,0.2982885035589219,0.08868501033260417,0.24449877250757718,0.06273720917333576
神经衰弱的中医治疗方法有哪些。,0.037151702786377715,0.031347957510245356,0.0,0.031347957510245356,0.004814720500946341
成釉细胞纤维肉瘤的中医治疗方法有哪些。,0.10106382978723405,0.1013333291016535,0.0,0.06399999576832027,0.0015235492884923731
双上转肌麻痹的中医治疗方法有哪些。,0.025575447570332484,0.020671829712157887,0.0,0.020671829712157887,0.0034896973266600973
缺血性心肌病的中医治疗方法有哪些。,0.1764705882352941,0.17297296815193586,0.033088230737524954,0.13513513031409805,0.00785468397182334
热带性口炎性腹泻的中医治疗方法有哪些。,0.13333333333333336,0.13025209586893602,0.023391807963989944,0.0966386504907848,0.005505113942292033
慢性鼻窦炎的中医治疗方法有哪些。,0.17371937639198218,0.17117116617482364,0.03963414134262593,0.12162161662527414,0.011594343034810044
新生儿破伤风的中医治疗方法有哪些。,0.22395833333333331,0.22105262661440456,0.042857137858737834,0.173684205561773,0.01625459881220724
羊膜带综合征的中医治疗方法有哪些。,0.19491525423728814,0.1923076875739646,0.039772722316673205,0.11538461065088776,0.0066062630820419984
高血压2级的中医治疗方法有哪些。,0.14024390243902438,0.13622290557946512,0.015810272445438495,0.11145510372188001,0.006175019453672105
病毒性肝炎乙型丁型(重叠感染)慢性重型的中医治疗方法有哪些。,0.23713646532438482,0.23423422929267115,0.02670622645400687,0.16666666172510364,0.007727072411741919
乳腺良性肿瘤的中医治疗方法有哪些。,0.09126984126984126,0.08817634780101312,0.027190327388761495,0.084168331768949,0.007658847890693034
头皮黑色素痣的中医治疗方法有哪些。,0.13793103448275862,0.1399416859692817,0.03415559280377706,0.12244897459901931,0.016088622754263572
眼眶畸胎瘤的中医治疗方法有哪些。,0.12073490813648295,0.12169311701562126,0.028776973605921824,0.07407406939657375,0.0069159259538363665
坠积性肺炎的中医治疗方法有哪些。,0.2100656455142232,0.2079645968639871,0.03982929799255034,0.13274335792593409,0.015013677994909748
限制性内斜视的中医治疗方法有哪些。,0.22857142857142856,0.22616407510405567,0.06794681931485932,0.14634145869607343,0.01684741539458958
缺铁性贫血的中医治疗方法有哪些。,0.14168937329700274,0.13812154197979323,0.02676863767264251,0.09944750883062202,0.00736397372861025
骨雅司病的中医治疗方法有哪些。,0.20720720720720723,0.2050113847759197,0.043859644191204694,0.1640091068715917,0.016644390840261085
眼铜屑沉着病的中医治疗方法有哪些。,0.029850746268656716,0.02416917930029949,0.0,0.02416917930029949,0.0038266947733293743
颊溃疡的中医治疗方法有哪些。,0.17514124293785313,0.1714285664326532,0.03846153356279648,0.13714285214693894,0.011936791552456125
咽异感症的中医治疗方法有哪些。,0.20846905537459284,0.20462045721094896,0.04977375107542886,0.18481847701292917,0.01661787388627603
颈静脉交界性肿瘤的中医治疗方法有哪些。,0.25507246376811593,0.25219940857680967,0.0858208907899869,0.17008797162666317,0.04249539889168484
三叉神经良性肿瘤的中医治疗方法有哪些。,0.2425629290617849,0.2401847526557826,0.07317072674640315,0.1662817503463138,0.024022212910217344
慢性化脓性腮腺炎的中医治疗方法有哪些。,0.17857142857142858,0.17567567087208844,0.029761899868242372,0.13963963483605243,0.007543291837216394
中度贫血的中医治疗方法有哪些。,0.19565217391304346,0.19230768745275345,0.062271057668827234,0.153846148991215,0.02788336784724348
小儿缺铁性贫血的中医治疗方法有哪些。,0.026726057906458798,0.022471905133595343,0.0,0.022471905133595343,0.0025991325978518376
急性心力衰竭的中医治疗方法有哪些。,0.27292110874200426,0.27096773698656496,0.08426965792197984,0.206451607954307,0.031243382678270298
共同性外斜视的中医治疗方法有哪些。,0.05378973105134474,0.04950494549517255,0.0,0.03960395539616278,0.002862816236688218
复发性胆管炎的中医治疗方法有哪些。,0.2634730538922156,0.2613981712940569,0.0727272678546274,0.2006078977378259,0.03212527523730293
先天性桡骨缺如的中医治疗方法有哪些。,0.25935162094763087,0.256926947339048,0.056666661716667094,0.16624684658338054,0.012182678506476339
先天性肛门闭锁伴有瘘的中医治疗方法有哪些。,0.03398058252427185,0.029411759708886855,0.0,0.029411759708886855,0.0033332116557385993
釉牙本质裂(非复杂牙冠裂)的中医治疗方法有哪些。,0.03131991051454138,0.027088031268440452,0.0,0.027088031268440452,0.0023600441988582558
