disease,f1,rouge1,rouge2,rougeL
肾结石的中医治疗方法有哪些。,0.505952380952381,0.5060240913944333,0.2007168409249625,0.4156626456113007
心内膜垫缺损的中医治疗方法有哪些。,0.5511363636363636,0.5517241329475493,0.2699999950067223,0.4655172363958251
水中毒的中医治疗方法有哪些。,0.4277777777777777,0.4269662871657619,0.1512604992170611,0.3426966242444136
大肠憩室伴穿孔的中医治疗方法有哪些。,0.4668587896253602,0.4664722982073796,0.2093023205827751,0.408163260306505
椎基底动脉供血不足的中医治疗方法有哪些。,0.4868035190615836,0.4866468792804374,0.2127659524470601,0.4094955439688648
妊娠合并糖尿病的中医治疗方法有哪些。,0.4412470023980815,0.440677961120016,0.1705882303441178,0.3002421257689264
男子不育症的中医治疗方法有哪些。,0.5403899721448467,0.5408450654292403,0.2611683798948407,0.4169014034574092
蛲虫病的中医治疗方法有哪些。,0.4723926380368098,0.4720496844504456,0.1728880107171118,0.3540372620901972
动眼、滑车及外展神经疾病的中医治疗方法有哪些。,0.4069478908188585,0.4060150326324583,0.1569767391997365,0.2706766867677967
鼻背中线皮样囊肿及瘘管的中医治疗方法有哪些。,0.4879356568364611,0.4878048730755502,0.2232854814556037,0.4281842768695882
霍奇金病的中医治疗方法有哪些。,0.5202312138728323,0.5204678312711605,0.2179930745886066,0.4093567201600493
获得性结膜黑变病的中医治疗方法有哪些。,0.4585635359116022,0.4581005536816891,0.1778523439953156,0.3798882631788958
无头疽的中医治疗方法有哪些。,0.5591397849462365,0.5597826036980151,0.2417218493051292,0.4728260819588847
双鼻畸形的中医治疗方法有哪些。,0.4095744680851064,0.4086021455701526,0.1796407136116839,0.32795698427983
颌间间隙的中医治疗方法有哪些。,0.4507772020725388,0.4502617751069049,0.184899840916902,0.3455497332220883
年龄相关性白内障(未成熟期)的中医治疗方法有哪些。,0.4888888888888889,0.4887640399452405,0.2204213888414954,0.3876404444396225
眶壁爆裂性骨折的中医治疗方法有哪些。,0.4721485411140583,0.4718498610181918,0.1993769421431761,0.3485254642353499
单纯性肺嗜酸粒细胞浸润症的中医治疗方法有哪些。,0.4603960396039604,0.4599999950125,0.2191780771979086,0.3749999950125001
水肿的中医治疗方法有哪些。,0.4078212290502793,0.4067796560298765,0.1729559698511235,0.3276836108321364
鹅掌风的中医治疗方法有哪些。,0.4917127071823204,0.4916201067318436,0.2394603659956378,0.4245810005865922
眼睑黄色瘤的中医治疗方法有哪些。,0.466472303206997,0.4660766911843788,0.2472324673421523,0.424778756081134
气管假性淋巴瘤的中医治疗方法有哪些。,0.4554455445544554,0.4549999950125,0.189473679213794,0.3449999950125
陈旧性脉络膜视网膜炎的中医治疗方法有哪些。,0.458128078817734,0.4577114378406475,0.1724137881728515,0.3233830796316924
小涎(唾液)腺生物学行为未定肿瘤的中医治疗方法有哪些。,0.4974874371859296,0.4974619239340102,0.2248175132499761,0.4060913655583756
阔鼻的中医治疗方法有哪些。,0.404833836858006,0.4036697197710631,0.1243144374336335,0.3180428084560784
肺吸虫病的中医治疗方法有哪些。,0.3924731182795699,0.3913043428355388,0.116535428098258,0.2499999950094518
鞭虫病的中医治疗方法有哪些。,0.4373333333333333,0.4366576770279204,0.1536050107648314,0.3180592942785944
喉痹的中医治疗方法有哪些。,0.4403183023872679,0.4396782792990678,0.1761978312887684,0.3485254642856629
慢性淋巴细胞性白血病的中医治疗方法有哪些。,0.5098039215686275,0.5099150091759024,0.2813559272337834,0.4589235077594716
颊部肿物的中医治疗方法有哪些。,0.4239130434782608,0.423076918120547,0.1318327924483309,0.3406593357029647
舌尖恶性肿瘤的中医治疗方法有哪些。,0.4591836734693877,0.4587628816170687,0.1341463364690383,0.3350515414108832
巨乳头性角结膜炎的中医治疗方法有哪些。,0.375,0.3735632134073194,0.1281618837414583,0.3103448226027216
声带突撕脱的中医治疗方法有哪些。,0.4359673024523161,0.4352617031301747,0.1605136387527859,0.3140495819180536
外科皮脂腺囊肿的中医治疗方法有哪些。,0.4103896103896103,0.4094488140616281,0.126213587369215,0.3412073442453552
撞击伤目的中医治疗方法有哪些。,0.504201680672269,0.5042492868283993,0.2352941126787276,0.4305948958935551
理化因素所致肺炎的中医治疗方法有哪些。,0.4607594936708861,0.4603580512934897,0.1772151848878887,0.3682864400402929
单侧绞窄性股疝的中医治疗方法有哪些。,0.4421052631578948,0.4414893567339577,0.1485148465091659,0.3563829737552343
胃溃疡伴癌变的中医治疗方法有哪些。,0.4186046511627907,0.4176470540477509,0.1731748678125569,0.3294117599301038
白塞病相关性视神经炎的中医治疗方法有哪些。,0.4827586206896552,0.4825737215433159,0.2190923267704576,0.3967828368248172
泪总管狭窄的中医治疗方法有哪些。,0.3956043956043956,0.3944444394890433,0.1625207247103346,0.3055555506001544
颌下良性肿瘤的中医治疗方法有哪些。,0.5483028720626631,0.5488126599845449,0.2718749950632813,0.453825852596682
肺移植排斥的中医治疗方法有哪些。,0.417989417989418,0.4171122945546055,0.1232227439185005,0.3155080164797393
玻璃体先天性畸形的中医治疗方法有哪些。,0.4309392265193369,0.4301675928877064,0.1844660144745029,0.3072625649547455
先天性喉裂的中医治疗方法有哪些。,0.3942028985507246,0.3929618718855187,0.1587837788497536,0.2873900243781874
玻璃体脓肿的中医治疗方法有哪些。,0.4999999999999999,0.4999999950714793,0.1929260400595528,0.4184782559410444
皮样囊肿的中医治疗方法有哪些。,0.4642857142857142,0.4638554167455364,0.1962962913462964,0.3373493926491508
腭裂的中医治疗方法有哪些。,0.4457142857142857,0.4450867002505931,0.173333328353389,0.3468208042968358
上颌牙弓狭窄的中医治疗方法有哪些。,0.4872521246458924,0.4871060121930033,0.188153305105501,0.3610315136256681
胸椎管狭窄的中医治疗方法有哪些。,0.4498269896193771,0.4491228025499539,0.2049180282848193,0.3929824516727608
先天性腺瘤样肺囊肿的中医治疗方法有哪些。,0.4481792717086835,0.4475920629890297,0.1583198657608683,0.3682719496745821
视交叉病变的中医治疗方法有哪些。,0.5112359550561798,0.5113636313952739,0.1818181768626817,0.3977272677589101
巩膜炎的中医治疗方法有哪些。,0.4363636363636364,0.4356955331338307,0.2119205248934806,0.3674540633175578
肝诊断性影像异常所见的中医治疗方法有哪些。,0.4022038567493113,0.4011142011300347,0.1380530923459004,0.2785515270353272
潮式呼吸的中医治疗方法有哪些。,0.3776824034334764,0.3766233717658965,0.1530479847638371,0.2683982635407883
点状骨骺发育异常的中医治疗方法有哪些。,0.4846796657381615,0.4845070372535608,0.2341463364650143,0.4169014034507439
空肠憩室炎的中医治疗方法有哪些。,0.5322128851540617,0.5325778987004149,0.2483221427016801,0.4249291734879503
龋齿的中医治疗方法有哪些。,0.4289855072463768,0.4281524876738247,0.1851179623349068,0.3401759480843818
肠蛔虫病的中医治疗方法有哪些。,0.4748603351955306,0.4745762662177216,0.21276595247393,0.3728813509634844
二尖瓣狭窄的中医治疗方法有哪些。,0.4533333333333333,0.4528301837464128,0.2048780438471281,0.3504043077356312
粪类圆线虫病的中医治疗方法有哪些。,0.4437869822485206,0.4431137674665639,0.1923076873214461,0.347305384233031
恶性组织细胞病的中医治疗方法有哪些。,0.5224274406332453,0.5226666617102222,0.2829581944202397,0.4586666617102223
颌面部间隙感染的中医治疗方法有哪些。,0.5882352941176471,0.5892351224797568,0.3135888451802863,0.4815863972672921
间质性肺气肿的中医治疗方法有哪些。,0.4931506849315068,0.4930747872855488,0.2156249950382813,0.3933517955957981
伏暑的中医治疗方法有哪些。,0.4657534246575343,0.4653739562326869,0.2214875983334472,0.3878116293628809
系统性气栓塞的中医治疗方法有哪些。,0.5219941348973607,0.5222551879322704,0.2441651655952477,0.4213649802171367
颜面疔疮的中医治疗方法有哪些。,0.4631578947368421,0.46276595244695,0.1672131097567322,0.3085106332980138
骨膜炎的中医治疗方法有哪些。,0.5013333333333334,0.501347703895787,0.1990212021788919,0.3827493211464608
消化道出血的中医治疗方法有哪些。,0.464751958224543,0.464379942232371,0.1929555845874736,0.2902374620212892
先天性绕核性白内障的中医治疗方法有哪些。,0.4628099173553718,0.4623955381842165,0.193548382107281,0.3955431704961942
疱疹病毒性眼睑皮炎的中医治疗方法有哪些。,0.515235457063712,0.5154061574935858,0.2259136162732752,0.3921568577736977
血管迷走性晕厥的中医治疗方法有哪些。,0.4223300970873786,0.421568622471285,0.1339285664540818,0.3137254852163832
中心性巨细胞肉芽肿的中医治疗方法有哪些。,0.4251207729468599,0.4243902389120761,0.1955555505777779,0.3365853608632956
胰腺损伤的中医治疗方法有哪些。,0.4021739130434782,0.4010988961085618,0.1392190102977913,0.2912087862184519
风湿性关节炎的中医治疗方法有哪些。,0.4770642201834862,0.4767801807589453,0.2382671430223254,0.4458204284369638
肝撕裂伤的中医治疗方法有哪些。,0.4030226700251889,0.402035618507598,0.1519756789883225,0.2748091554032723
创伤性食管狭窄的中医治疗方法有哪些。,0.478494623655914,0.4782608646130671,0.205047313645623,0.3749999950478497
反常性酸性尿的中医治疗方法有哪些。,0.4094955489614243,0.4084084034185537,0.1768953018780384,0.3543543493644997
面神经断裂的中医治疗方法有哪些。,0.4409937888198757,0.4402515673604683,0.2214532822001653,0.377358485599462
急性化脓性胆管炎的中医治疗方法有哪些。,0.4387464387464387,0.4380403408223637,0.1775544338633425,0.3342939431278393
代偿性酸中毒的中医治疗方法有哪些。,0.4076086956521739,0.4065934016116713,0.1319796904326318,0.2857142807325504
眼睑坏死的中医治疗方法有哪些。,0.4363636363636364,0.4355828171129888,0.1392857093000639,0.355828215885995
下肢静脉曲张的中医治疗方法有哪些。,0.4787234042553192,0.4784946186767256,0.260731314576093,0.3870967692143601
舌下腺原位癌的中医治疗方法有哪些。,0.3695014662756598,0.3679525175299598,0.1184668943431996,0.2729970279157165
腹膜后感染与脓肿的中医治疗方法有哪些。,0.4094955489614243,0.408408403424686,0.1335740022234098,0.3063063013225839
羊水栓塞的中医治疗方法有哪些。,0.4768683274021352,0.4802867334129829,0.1422222173111113,0.2365591348466747
口腔念珠菌病的中医治疗方法有哪些。,0.4456521739130435,0.4450549400563037,0.1867572106197089,0.3571428521442157
肾盂肾炎的中医治疗方法有哪些。,0.3577235772357723,0.356164378566185,0.1307189492526914,0.3013698580182399
大网膜粘连的中医治疗方法有哪些。,0.4910179640718562,0.4909090859274564,0.2032667826892534,0.3878787828971534
心绞痛的中医治疗方法有哪些。,0.4383561643835616,0.4376731251970136,0.1909547688781148,0.3490304659172352
胆道术后残留结石的中医治疗方法有哪些。,0.5486725663716814,0.5492537263443976,0.3010752638195167,0.4835820845533526
PCI术后的中医治疗方法有哪些。,0.5089974293059125,0.5090909040912127,0.2168674648811512,0.4259740209743296
左心室附壁血栓的中医治疗方法有哪些。,0.4196185286103542,0.4187327774104683,0.1687499950668458,0.3250688655647383
双向性室性心动过速的中医治疗方法有哪些。,0.4227642276422764,0.4219178032276224,0.1725239566686912,0.3178082141865266
骨关节炎的中医治疗方法有哪些。,0.4757033248081841,0.4754521913827295,0.2009132370105341,0.3462532249744606
舌后三分之一恶性肿瘤的中医治疗方法有哪些。,0.4177545691906005,0.416886538539832,0.162079505712529,0.3113456414422066
小儿厌食症的中医治疗方法有哪些。,0.5303867403314917,0.5307262519932275,0.2557376999199678,0.4245810005965794
宫颈鳞状上皮病变的中医治疗方法有哪些。,0.4064171122994652,0.4054054004059898,0.1346153796254522,0.2972972922978817
肝外胆管良性肿瘤的中医治疗方法有哪些。,0.4383561643835617,0.4376731251957858,0.2133333283335556,0.3268698010960628
菌斑性龈炎的中医治疗方法有哪些。,0.4659685863874345,0.465608460622463,0.1783439440464117,0.3174603124743149
紫癜的中医治疗方法有哪些。,0.3221884498480243,0.3199999950038343,0.1054545404694217,0.264615379619219
支气管-肺真菌病的中医治疗方法有哪些。,0.4054794520547945,0.4044321279643343,0.1548599620541243,0.3601107983244451
葡萄膜结核的中医治疗方法有哪些。,0.4153005464480874,0.4143646358845885,0.1698717898726168,0.348066293343152
口腔黏膜色素痣的中医治疗方法有哪些。,0.4745762711864406,0.4743276233621272,0.1812688771774629,0.4058679656604158
狼疮状肝炎的中医治疗方法有哪些。,0.4834605597964377,0.4832904835318297,0.2098569108533242,0.3804627200356857
限定于器官的淀粉样变的中医治疗方法有哪些。,0.4635416666666667,0.4631578897369806,0.16927899186599,0.3684210476317175
睾丸扭转的中医治疗方法有哪些。,0.464968152866242,0.464516124183975,0.2137404531204476,0.4258064467646202
声带继发恶性肿瘤的中医治疗方法有哪些。,0.5624999999999999,0.563218385841756,0.2425249119808281,0.4482758571061236
头皮原位癌的中医治疗方法有哪些。,0.4745762711864406,0.4743276233905824,0.2185338816374833,0.3765281123881374
神经源性直立性低血压的中医治疗方法有哪些。,0.5664160401002506,0.5670886025949688,0.2617960376179721,0.4962025266456016
缺血性肠坏死的中医治疗方法有哪些。,0.4301075268817204,0.4293478210964083,0.1489698840705143,0.2880434732703214
急性咽炎的中医治疗方法有哪些。,0.5667752442996742,0.5676567606809791,0.25918761589291,0.4950494999549065
锁肛痔的中医治疗方法有哪些。,0.3492063492063492,0.3475935779243044,0.1107491807064268,0.2620320805981012
出口部位感染的中医治疗方法有哪些。,0.4894736842105263,0.4893616971734948,0.1932367099883053,0.3829787184500905
桡骨小头骨骺分离的中医治疗方法有哪些。,0.4869565217391304,0.4868035140616266,0.1827767964085855,0.40469207711148
成人肺透明膜病的中医治疗方法有哪些。,0.4397905759162303,0.4391534343058705,0.2108626149799937,0.3280423231947594
舌血管瘤的中医治疗方法有哪些。,0.3728813559322034,0.3714285664653062,0.1151079086949435,0.2457142807510205
外伤性虹膜疝的中医治疗方法有哪些。,0.4581005586592179,0.4576271136518881,0.1818181768188513,0.3446327633694022
先天性双上腔静脉的中医治疗方法有哪些。,0.488135593220339,0.4931506799652843,0.2039999950500001,0.3287671183214487
颌骨血外渗性囊肿的中医治疗方法有哪些。,0.4987405541561713,0.4987277304741371,0.2089093653061697,0.4173027940873687
口腔上颌窦瘘的中医治疗方法有哪些。,0.3718309859154929,0.3703703654678128,0.1186440628297043,0.2962962913937387
真菌性肠炎的中医治疗方法有哪些。,0.4300518134715025,0.4293193667628355,0.148734172233266,0.3036649165010554
安眠药中毒的中医治疗方法有哪些。,0.4765100671140939,0.4761904711962608,0.2416356827324112,0.333333328339118
泪点内异物的中医治疗方法有哪些。,0.4531722054380664,0.4525993833998261,0.1421143797553233,0.3547400561827007
呼吸道内异物的中医治疗方法有哪些。,0.4786324786324786,0.4783861621519987,0.1841680079309743,0.3746397644574741
视网膜劈裂症及视网膜囊肿的中医治疗方法有哪些。,0.4838709677419355,0.4836956472589792,0.2229299313280965,0.3695652124763706
垂体性侏儒症的中医治疗方法有哪些。,0.4594594594594595,0.459016388490997,0.1873990257720385,0.3606557327532921
麻风病的中医治疗方法有哪些。,0.4583333333333332,0.4578947318422437,0.2416918379068738,0.3736842055264543
疥疮的中医治疗方法有哪些。,0.5281899109792285,0.5285285235386739,0.2407079596188269,0.3783783733885236
先天性视盘缺损的中医治疗方法有哪些。,0.4848484848484849,0.4846796607382004,0.1663836961885848,0.3899721398468355
视网膜色素变性(代谢异常性)的中医治疗方法有哪些。,0.5219399538106235,0.5221445171947556,0.2443820175148735,0.3962703913206297
错殆畸形的中医治疗方法有哪些。,0.5454545454545454,0.5460122649478716,0.2404580102794856,0.503067479671798
腹外疝的中医治疗方法有哪些。,0.4647058823529411,0.4642857092920919,0.234875439839921,0.3809523759587586
帽状腱膜下脓肿的中医治疗方法有哪些。,0.5121951219512195,0.5123456740740742,0.2519379795204615,0.4135802419753087
色素绒毛结节性滑膜炎的中医治疗方法有哪些。,0.481081081081081,0.4808743119548209,0.204958672687057,0.4043715797143838
中性白细胞减少症的中医治疗方法有哪些。,0.445,0.4444444394449546,0.1702786327720961,0.3282828232833384
小柳原田病的中医治疗方法有哪些。,0.4607046070460705,0.4602739676343029,0.156146174421916,0.3397260224288234
牙病理性移位的中医治疗方法有哪些。,0.4881889763779528,0.4880636554774888,0.2419601787673338,0.4403182973873031
视直如曲的中医治疗方法有哪些。,0.4326923076923076,0.4320388300876615,0.1853512656809687,0.3106796067866906
突然视力丧失的中医治疗方法有哪些。,0.3746397694524495,0.37317783757788,0.1133333283680557,0.2740524731463931
下颌结核的中医治疗方法有哪些。,0.4623955431754875,0.4619718259948424,0.225969640874736,0.3549295724737156
下斜肌功能亢进的中医治疗方法有哪些。,0.4543209876543209,0.4538653317330116,0.1916167615251534,0.3890274264961039
急性浆液性根尖周炎的中医治疗方法有哪些。,0.4894259818731118,0.4892966311496413,0.2361623567070166,0.4220183436878676
先天性鼻切迹的中医治疗方法有哪些。,0.4207650273224043,0.4198894977776929,0.1753246703457582,0.3535911552362565
急性筛窦炎的中医治疗方法有哪些。,0.418230563002681,0.4173441684420649,0.1309904103367393,0.2818428134285148
双侧腹股沟疝的中医治疗方法有哪些。,0.3841059602649006,0.3825503306434395,0.1417003998792803,0.2751677803078691
电击伤的中医治疗方法有哪些。,0.4335260115606936,0.4327485330363189,0.1690140795071526,0.3567251412234534
连续性内斜视的中医治疗方法有哪些。,0.4557640750670241,0.4552845478855179,0.2180094736849777,0.3739837348773878
胃溃疡伴穿孔的中医治疗方法有哪些。,0.4917127071823204,0.4916201067357449,0.2409240874249802,0.368715078802784
肋骨分叉-基底细胞痣-颌骨囊肿综合征的中医治疗方法有哪些。,0.51010101010101,0.5102040766513953,0.2015267125978208,0.3724489746105789
神经衰弱的中医治疗方法有哪些。,0.4861878453038674,0.4860335145586905,0.2016260112604932,0.4078212240558971
成釉细胞纤维肉瘤的中医治疗方法有哪些。,0.364963503649635,0.3690036851627837,0.1270588186851212,0.2435424305502377
双上转肌麻痹的中医治疗方法有哪些。,0.4744897959183673,0.4742267992067435,0.2067946774508269,0.3659793765263312
缺血性心肌病的中医治疗方法有哪些。,0.364963503649635,0.3636363586692343,0.1262848701902922,0.2555282505611263
热带性口炎性腹泻的中医治疗方法有哪些。,0.4249422632794457,0.4242424194295837,0.1558823480493081,0.2937062888934531
慢性鼻窦炎的中医治疗方法有哪些。,0.4577114427860697,0.457286427197293,0.1684867344771845,0.356783914634479
新生儿破伤风的中医治疗方法有哪些。,0.4682080924855491,0.4678362523114804,0.1911504374814004,0.3742690008494921
羊膜带综合征的中医治疗方法有哪些。,0.4776902887139108,0.4774535759120236,0.1878787828843436,0.4031830188828459
高血压2级的中医治疗方法有哪些。,0.5226666666666666,0.5229110462681905,0.2484848435070707,0.3989218279393495
病毒性肝炎乙型丁型(重叠感染)慢性重型的中医治疗方法有哪些。,0.4307692307692307,0.4300518084748584,0.1856925368602731,0.3005181297183817
乳腺良性肿瘤的中医治疗方法有哪些。,0.4231738035264483,0.4223918525506802,0.1384388757421576,0.2900763309221815
头皮黑色素痣的中医治疗方法有哪些。,0.5045592705167173,0.5046153796608759,0.1981651326550965,0.3876923027377988
眼眶畸胎瘤的中医治疗方法有哪些。,0.3475177304964539,0.3512544752873165,0.089086854688221,0.2365591347855244
坠积性肺炎的中医治疗方法有哪些。,0.4048780487804878,0.4039408817072727,0.1771428521469389,0.3201970393427407
限制性内斜视的中医治疗方法有哪些。,0.4833333333333334,0.4831460624214114,0.2457231676675963,0.3988763995000631
缺铁性贫血的中医治疗方法有哪些。,0.5042016806722689,0.5042492868232633,0.2240802625766491,0.4135977287496088
骨雅司病的中医治疗方法有哪些。,0.5132743362831859,0.5134328308220094,0.2298456210785286,0.4059701442548452
眼铜屑沉着病的中医治疗方法有哪些。,0.4696569920844327,0.4693333283632356,0.1826923027355051,0.3679999950299022
颊溃疡的中医治疗方法有哪些。,0.3718309859154929,0.3703703653736577,0.1299145249157135,0.2450142400175324
咽异感症的中医治疗方法有哪些。,0.5194805194805195,0.5196850343882999,0.2297734578133347,0.4199475015799009
颈静脉交界性肿瘤的中医治疗方法有哪些。,0.4788029925187032,0.4785894156587505,0.2272047782594999,0.3778337481524532
三叉神经良性肿瘤的中医治疗方法有哪些。,0.4325842696629213,0.4318181768196346,0.1959459409464596,0.3124999950014528
慢性化脓性腮腺炎的中医治疗方法有哪些。,0.442528735632184,0.4418604601223634,0.1770833283333937,0.3779069717502705
中度贫血的中医治疗方法有哪些。,0.5699481865284973,0.5706806233385872,0.2874999950439453,0.4921465919249747
小儿缺铁性贫血的中医治疗方法有哪些。,0.3978779840848807,0.3967828368895054,0.1533546276082742,0.3002680915811945
急性心力衰竭的中医治疗方法有哪些。,0.4307692307692308,0.430051808505866,0.1783060871492001,0.3575129484022391
共同性外斜视的中医治疗方法有哪些。,0.4627659574468085,0.4623655864303677,0.211356461886724,0.370967736968002
复发性胆管炎的中医治疗方法有哪些。,0.4683544303797468,0.4679487129783038,0.2111324326717041,0.4038461488757396
先天性桡骨缺如的中医治疗方法有哪些。,0.4817073170731707,0.4814814764831961,0.2438162494275119,0.4259259209276406
先天性肛门闭锁伴有瘘的中医治疗方法有哪些。,0.4880636604774536,0.4879356519092354,0.2047999950798849,0.3646112551263935
釉牙本质裂(非复杂牙冠裂)的中医治疗方法有哪些。,0.4936386768447837,0.4935732597989704,0.1638846687804441,0.3856041081280192
集合不足和过强的中医治疗方法有哪些。,0.4474393530997305,0.446866480014552,0.1911037841269756,0.3378746544014731
闭锁验的中医治疗方法有哪些。,0.4022988505747126,0.4011627857084911,0.1790540490897211,0.3255813903596539
渗出性视网膜脱离的中医治疗方法有哪些。,0.5,0.4999999950468263,0.2253968204258504,0.3655913928962886
变应性鼻炎的中医治疗方法有哪些。,0.4559585492227979,0.4554973772186892,0.1996879825215574,0.3560209374281133
静脉窦血栓形成的中医治疗方法有哪些。,0.4082687338501292,0.4073107002188303,0.200298948859798,0.3394255827253578
高钠血症的中医治疗方法有哪些。,0.5106382978723404,0.5107526831756563,0.2197092034006593,0.3870967691971615
老年性耳聋的中医治疗方法有哪些。,0.4297994269340974,0.4289855022615417,0.1808695602177695,0.3826086906673389
腹主动脉血栓形成综合征的中医治疗方法有哪些。,0.4213483146067415,0.4204545405068439,0.1461793970463904,0.3181818132341167
拔牙创出血的中医治疗方法有哪些。,0.509915014164306,0.5100286483398331,0.2248322097746161,0.3839541497724978
多胎的中医治疗方法有哪些。,0.4623376623376624,0.4619422522702379,0.1783060871836426,0.341207344133755
唾液腺交界性肿瘤的中医治疗方法有哪些。,0.4972677595628415,0.4972375640760355,0.1592039751144775,0.3701657408716156
艾滋病性视神经病变的中医治疗方法有哪些。,0.37,0.3686868636914601,0.1435114453817844,0.2929292879338843
肠鸣音亢进的中医治疗方法有哪些。,0.4384384384384384,0.437689964606018,0.1925133639858796,0.3586626089829177
小儿急性支气管炎的中医治疗方法有哪些。,0.425287356321839,0.4244185996518388,0.1643356593444669,0.3313953438378853
血翳包睛的中医治疗方法有哪些。,0.5214899713467048,0.5217391254533083,0.2770270220284538,0.4463768066127284
增殖性脓皮病的中医治疗方法有哪些。,0.4186046511627907,0.417754564253625,0.1185647376380024,0.2819843292666799
生殖器疱疹的中医治疗方法有哪些。,0.4389140271493212,0.43835615938867,0.1758241708315724,0.3333333283384417
膀胱癌的中医治疗方法有哪些。,0.5161290322580644,0.5163204697796054,0.2438162494310081,0.4332344163671424
良性高血压的中医治疗方法有哪些。,0.5249343832020998,0.5251989340216283,0.2370820618796945,0.4031830189022649
创伤后唇畸形的中医治疗方法有哪些。,0.5502645502645503,0.5508021340465842,0.2268370557079791,0.4385026688059424
紧张性头痛的中医治疗方法有哪些。,0.4601226993865031,0.4596273242019983,0.1996434887668761,0.3850931627113151
屈光不正合并白内障的中医治疗方法有哪些。,0.4532019704433497,0.4527363134140244,0.1944847555227598,0.3631840746080542
鼻孢子菌病的中医治疗方法有哪些。,0.4410876132930513,0.4403669675163894,0.1975736518980324,0.3363914323481937
胃痛的中医治疗方法有哪些。,0.4267990074441687,0.4260651579889574,0.189312972154723,0.3308270627508621
肾下垂的中医治疗方法有哪些。,0.5049999999999999,0.505050500051653,0.2149253681365116,0.419191914193067
肛门瘙痒症的中医治疗方法有哪些。,0.5120481927710843,0.5121951169528927,0.2197802147869287,0.4329268242699658
病毒性肝炎甲型亚急性重型的中医治疗方法有哪些。,0.4764267990074442,0.476190471278698,0.1834319477103831,0.3458646567423572
转移性低钠血症的中医治疗方法有哪些。,0.3699731903485254,0.36856368068184,0.1346801296946458,0.2818428134731678
肛门直肠周围脓肿的中医治疗方法有哪些。,0.5425531914893618,0.543010747693375,0.2764227592346355,0.4892473068331599
角膜裂伤的中医治疗方法有哪些。,0.422680412371134,0.4218749950265842,0.161585360856633,0.2916666616932509
